160 8.272405E+01 -2.457130E+02 6.496601E+00
170 8.790209E+01 -2.416391E+02 5.740861E+00
180 9.306235E+01 -2.353181E+02 5.195867E+00
190 9.822478E+01 -2.090385E+02 4.250143E+00
200 1.034074E+02 -1.963549E+02 4.161982E+00
210 1.085715E+02 -1.919341E+02 4.296334E+00
